size,quickselect,heapselect,medianmediansselect
172, 0.000003, 0.000026, 0.000009
172, 0.000004, 0.000022, 0.000013
172, 0.000002, 0.000021, 0.000011
172, 0.000002, 0.000023, 0.000008
172, 0.000002, 0.000023, 0.000009
172, 0.000003, 0.000004, 0.000009
172, 0.000002, 0.000013, 0.000010
172, 0.000004, 0.000002, 0.000008
172, 0.000004, 0.000020, 0.000009
172, 0.000002, 0.000005, 0.000009
172, 0.000002, 0.000015, 0.000008
172, 0.000004, 0.000020, 0.000008
172, 0.000003, 0.000009, 0.000013
172, 0.000001, 0.000004, 0.000011
172, 0.000001, 0.000012, 0.000008
192, 0.000004, 0.000014, 0.000008
192, 0.000004, 0.000011, 0.000009
192, 0.000003, 0.000031, 0.000013
192, 0.000007, 0.000014, 0.000008
192, 0.000006, 0.000020, 0.000009
192, 0.000002, 0.000004, 0.000010
192, 0.000002, 0.000010, 0.000014
192, 0.000004, 0.000009, 0.000009
192, 0.000005, 0.000025, 0.000011
192, 0.000002, 0.000004, 0.000010
192, 0.000003, 0.000020, 0.000010
192, 0.000003, 0.000006, 0.000012
192, 0.000003, 0.000004, 0.000009
192, 0.000003, 0.000005, 0.000013
192, 0.000002, 0.000005, 0.000012
192, 0.000004, 0.000008, 0.000014
192, 0.000004, 0.000012, 0.000010
192, 0.000004, 0.000004, 0.000008
192, 0.000005, 0.000025, 0.000011
192, 0.000004, 0.000006, 0.000012
192, 0.000002, 0.000008, 0.000009
192, 0.000004, 0.000021, 0.000013
192, 0.000006, 0.000015, 0.000010
192, 0.000004, 0.000026, 0.000011
192, 0.000003, 0.000006, 0.000017
192, 0.000003, 0.000039, 0.000012
192, 0.000003, 0.000029, 0.000008
192, 0.000004, 0.000023, 0.000014
192, 0.000003, 0.000009, 0.000014
192, 0.000005, 0.000008, 0.000010
192, 0.000003, 0.000026, 0.000009
192, 0.000003, 0.000005, 0.000011
192, 0.000002, 0.000031, 0.000009
192, 0.000002, 0.000027, 0.000008
192, 0.000002, 0.000004, 0.000010
192, 0.000006, 0.000014, 0.000010
192, 0.000006, 0.000017, 0.000012
192, 0.000004, 0.000009, 0.000008
192, 0.000002, 0.000029, 0.000013
192, 0.000004, 0.000025, 0.000009
192, 0.000006, 0.000021, 0.000013
192, 0.000002, 0.000031, 0.000010
192, 0.000005, 0.000025, 0.000009
192, 0.000002, 0.000013, 0.000008
192, 0.000004, 0.000005, 0.000012
192, 0.000003, 0.000011, 0.000011
192, 0.000001, 0.000003, 0.000011
192, 0.000004, 0.000005, 0.000010
192, 0.000005, 0.000008, 0.000010
192, 0.000003, 0.000026, 0.000009
214, 0.000004, 0.000022, 0.000011
214, 0.000005, 0.000026, 0.000050
214, 0.000005, 0.000016, 0.000010
214, 0.000006, 0.000026, 0.000010
214, 0.000002, 0.000029, 0.000011
214, 0.000005, 0.000011, 0.000007
214, 0.000002, 0.000026, 0.000013
214, 0.000005, 0.000024, 0.000012
214, 0.000004, 0.000013, 0.000010
214, 0.000002, 0.000036, 0.000010
214, 0.000002, 0.000014, 0.000011
214, 0.000003, 0.000020, 0.000011
214, 0.000001, 0.000006, 0.000020
214, 0.000004, 0.000005, 0.000012
214, 0.000004, 0.000028, 0.000012
214, 0.000001, 0.000005, 0.000011
214, 0.000002, 0.000017, 0.000010
214, 0.000003, 0.000030, 0.000016
214, 0.000002, 0.000016, 0.000013
214, 0.000003, 0.000029, 0.000011
214, 0.000002, 0.000026, 0.000011
214, 0.000005, 0.000007, 0.000010
214, 0.000003, 0.000031, 0.000009
214, 0.000003, 0.000008, 0.000014
214, 0.000010, 0.000039, 0.000011
214, 0.000002, 0.000010, 0.000013
214, 0.000002, 0.000011, 0.000011
214, 0.000002, 0.000005, 0.000012
214, 0.000003, 0.000025, 0.000013
214, 0.000006, 0.000020, 0.000010
214, 0.000005, 0.000029, 0.000012
214, 0.000003, 0.000003, 0.000013
214, 0.000002, 0.000030, 0.000011
214, 0.000003, 0.000033, 0.000010
214, 0.000006, 0.000013, 0.000012
214, 0.000001, 0.000004, 0.000016
214, 0.000002, 0.000034, 0.000009
214, 0.000004, 0.000055, 0.000014
214, 0.000003, 0.000026, 0.000010
214, 0.000004, 0.000038, 0.000014
214, 0.000003, 0.000003, 0.000012
214, 0.000005, 0.000031, 0.000010
214, 0.000002, 0.000035, 0.000010
214, 0.000004, 0.000025, 0.000011
214, 0.000003, 0.000026, 0.000010
214, 0.000005, 0.000008, 0.000015
214, 0.000002, 0.000016, 0.000015
214, 0.000004, 0.000002, 0.000010
214, 0.000006, 0.000005, 0.000011
214, 0.000002, 0.000003, 0.000013
239, 0.000010, 0.000022, 0.000015
239, 0.000009, 0.000041, 0.000016
239, 0.000005, 0.000004, 0.000013
239, 0.000002, 0.000030, 0.000027
239, 0.000003, 0.000049, 0.000012
239, 0.000008, 0.000031, 0.000022
239, 0.000262, 0.000050, 0.000016
239, 0.000010, 0.000032, 0.000020
239, 0.000004, 0.000051, 0.000014
239, 0.000010, 0.000005, 0.000014
239, 0.000007, 0.000010, 0.000013
239, 0.000002, 0.000004, 0.000036
239, 0.000005, 0.000012, 0.000014
239, 0.000005, 0.000049, 0.000013
239, 0.000007, 0.000027, 0.000013
239, 0.000004, 0.000045, 0.000013
239, 0.000004, 0.000029, 0.000017
239, 0.000004, 0.000030, 0.000013
239, 0.000003, 0.000034, 0.000014
239, 0.000003, 0.000044, 0.000012
239, 0.000004, 0.000004, 0.000016
239, 0.000003, 0.000021, 0.000015
239, 0.000004, 0.000024, 0.000011
239, 0.000002, 0.000026, 0.000012
239, 0.000006, 0.000010, 0.000013
239, 0.000003, 0.000031, 0.000014
239, 0.000005, 0.000033, 0.000011
239, 0.000005, 0.000041, 0.000013
239, 0.000003, 0.000044, 0.000010
239, 0.000006, 0.000019, 0.000012
239, 0.000002, 0.000042, 0.000011
239, 0.000003, 0.000039, 0.000012
239, 0.000002, 0.000044, 0.000012
239, 0.000004, 0.000015, 0.000012
239, 0.000004, 0.000016, 0.000014
239, 0.000002, 0.000049, 0.000011
239, 0.000003, 0.000041, 0.000011
239, 0.000002, 0.000029, 0.000014
239, 0.000005, 0.000033, 0.000013
239, 0.000006, 0.000009, 0.000011
239, 0.000002, 0.000005, 0.000015
239, 0.000004, 0.000006, 0.000015
239, 0.000004, 0.000030, 0.000011
239, 0.000006, 0.000022, 0.000011
239, 0.000003, 0.000035, 0.000013
239, 0.000006, 0.000031, 0.000016
239, 0.000003, 0.000010, 0.000014
239, 0.000006, 0.000030, 0.000012
239, 0.000004, 0.000036, 0.000011
239, 0.000003, 0.000048, 0.000013
267, 0.000004, 0.000007, 0.000017
267, 0.000004, 0.000018, 0.000015
267, 0.000004, 0.000030, 0.000016
267, 0.000004, 0.000018, 0.000011
267, 0.000005, 0.000019, 0.000013
267, 0.000005, 0.000023, 0.000013
267, 0.000007, 0.000010, 0.000015
267, 0.000003, 0.000047, 0.000012
267, 0.000006, 0.000041, 0.000014
267, 0.000003, 0.000022, 0.000014
267, 0.000003, 0.000053, 0.000012
267, 0.000005, 0.000017, 0.000013
267, 0.000004, 0.000005, 0.000016
267, 0.000001, 0.000008, 0.000018
267, 0.000002, 0.000034, 0.000017
267, 0.000009, 0.000023, 0.000013
267, 0.000005, 0.000021, 0.000013
267, 0.000003, 0.000032, 0.000012
267, 0.000003, 0.000045, 0.000014
267, 0.000002, 0.000020, 0.000014
267, 0.000005, 0.000013, 0.000014
267, 0.000005, 0.000014, 0.000013
267, 0.000003, 0.000036, 0.000014
267, 0.000002, 0.000052, 0.000013
267, 0.000005, 0.000059, 0.000015
267, 0.000005, 0.000034, 0.000021
267, 0.000003, 0.000016, 0.000035
267, 0.000009, 0.000027, 0.000025
267, 0.000004, 0.000013, 0.000019
267, 0.000006, 0.000007, 0.000018
267, 0.000004, 0.000012, 0.000020
267, 0.000009, 0.000011, 0.000020
267, 0.000005, 0.000066, 0.000019
267, 0.000005, 0.000020, 0.000021
267, 0.000003, 0.000056, 0.000013
267, 0.000009, 0.000035, 0.000014
267, 0.000003, 0.000011, 0.000032
267, 0.000005, 0.000036, 0.000016
267, 0.000005, 0.000040, 0.000013
267, 0.000003, 0.000051, 0.000020
267, 0.000003, 0.000017, 0.000016
267, 0.000003, 0.000015, 0.000022
267, 0.000006, 0.000066, 0.000020
267, 0.000006, 0.000037, 0.000013
267, 0.000004, 0.000022, 0.000013
267, 0.000003, 0.000009, 0.000016
267, 0.000005, 0.000032, 0.000018
267, 0.000006, 0.000043, 0.000013
267, 0.000001, 0.000005, 0.000018
267, 0.000003, 0.000034, 0.000014
298, 0.000004, 0.000022, 0.000015
298, 0.000004, 0.000025, 0.000015
298, 0.000004, 0.000054, 0.000014
298, 0.000003, 0.000005, 0.000024
298, 0.000005, 0.000021, 0.000014
298, 0.000005, 0.000016, 0.000014
298, 0.000004, 0.000054, 0.000014
298, 0.000002, 0.000005, 0.000019
298, 0.000004, 0.000050, 0.000015
298, 0.000009, 0.000013, 0.000015
298, 0.000008, 0.000019, 0.000013
298, 0.000009, 0.000018, 0.000013
298, 0.000003, 0.000052, 0.000013
298, 0.000006, 0.000045, 0.000014
298, 0.000005, 0.000016, 0.000019
298, 0.000007, 0.000039, 0.000013
298, 0.000002, 0.000007, 0.000020
298, 0.000007, 0.000045, 0.000014
298, 0.000004, 0.000003, 0.000017
298, 0.000003, 0.000054, 0.000018
298, 0.000006, 0.000036, 0.000016
298, 0.000004, 0.000031, 0.000015
298, 0.000003, 0.000044, 0.000014
298, 0.000007, 0.000013, 0.000015
298, 0.000006, 0.000019, 0.000017
298, 0.000002, 0.000005, 0.000016
298, 0.000006, 0.000053, 0.000013
298, 0.000002, 0.000011, 0.000018
298, 0.000005, 0.000046, 0.000011
298, 0.000004, 0.000028, 0.000013
298, 0.000007, 0.000047, 0.000015
298, 0.000006, 0.000012, 0.000014
298, 0.000004, 0.000040, 0.000016
298, 0.000006, 0.000044, 0.000014
298, 0.000004, 0.000019, 0.000012
298, 0.000005, 0.000014, 0.000025
298, 0.000002, 0.000010, 0.000018
298, 0.000006, 0.000029, 0.000015
298, 0.000008, 0.000030, 0.000013
298, 0.000003, 0.000044, 0.000014
298, 0.000006, 0.000032, 0.000018
298, 0.000008, 0.000043, 0.000018
298, 0.000004, 0.000054, 0.000018
298, 0.000002, 0.000017, 0.000020
298, 0.000002, 0.000015, 0.000021
298, 0.000003, 0.000060, 0.000014
298, 0.000006, 0.000030, 0.000015
298, 0.000007, 0.000034, 0.000016
298, 0.000011, 0.000049, 0.000015
298, 0.000004, 0.000044, 0.000020
332, 0.000004, 0.000024, 0.000017
332, 0.000004, 0.000061, 0.000018
332, 0.000008, 0.000040, 0.000016
332, 0.000005, 0.000071, 0.000018
332, 0.000003, 0.000035, 0.000019
332, 0.000012, 0.000052, 0.000017
332, 0.000006, 0.000055, 0.000017
332, 0.000004, 0.000049, 0.000021
332, 0.000003, 0.000063, 0.000017
332, 0.000005, 0.000022, 0.000023
332, 0.000004, 0.000010, 0.000018
332, 0.000006, 0.000052, 0.000019
332, 0.000006, 0.000045, 0.000017
332, 0.000008, 0.000016, 0.000018
332, 0.000007, 0.000040, 0.000015
332, 0.000002, 0.000009, 0.000020
332, 0.000002, 0.000006, 0.000021
332, 0.000004, 0.000058, 0.000016
332, 0.000005, 0.000042, 0.000022
332, 0.000004, 0.000046, 0.000020
332, 0.000004, 0.000048, 0.000015
332, 0.000004, 0.000026, 0.000013
332, 0.000011, 0.000031, 0.000014
332, 0.000008, 0.000036, 0.000019
332, 0.000011, 0.000014, 0.000015
332, 0.000006, 0.000052, 0.000017
332, 0.000005, 0.000048, 0.000015
332, 0.000003, 0.000061, 0.000015
332, 0.000004, 0.000026, 0.000016
332, 0.000005, 0.000005, 0.000022
332, 0.000003, 0.000062, 0.000014
332, 0.000004, 0.000043, 0.000017
332, 0.000005, 0.000008, 0.000021
332, 0.000004, 0.000031, 0.000015
332, 0.000003, 0.000005, 0.000023
332, 0.000005, 0.000062, 0.000017
332, 0.000007, 0.000018, 0.000021
332, 0.000003, 0.000064, 0.000016
332, 0.000009, 0.000034, 0.000015
332, 0.000002, 0.000005, 0.000020
332, 0.000006, 0.000020, 0.000021
332, 0.000003, 0.000069, 0.000017
332, 0.000003, 0.000036, 0.000012
332, 0.000004, 0.000028, 0.000015
332, 0.000004, 0.000036, 0.000014
332, 0.000008, 0.000051, 0.000018
332, 0.000005, 0.000011, 0.000024
332, 0.000003, 0.000024, 0.000020
332, 0.000005, 0.000043, 0.000019
332, 0.000005, 0.000055, 0.000016
371, 0.000012, 0.000054, 0.000019
371, 0.000006, 0.000020, 0.000025
371, 0.000004, 0.000073, 0.000016
371, 0.000004, 0.000023, 0.000023
371, 0.000006, 0.000019, 0.000017
371, 0.000004, 0.000011, 0.000022
371, 0.000005, 0.000013, 0.000024
371, 0.000003, 0.000009, 0.000036
371, 0.000007, 0.000011, 0.000024
371, 0.000007, 0.000007, 0.000020
371, 0.000006, 0.000048, 0.000020
371, 0.000005, 0.000018, 0.000019
371, 0.000005, 0.000011, 0.000021
371, 0.000007, 0.000063, 0.000019
371, 0.000006, 0.000006, 0.000022
371, 0.000004, 0.000078, 0.000017
371, 0.000007, 0.000027, 0.000021
371, 0.000007, 0.000026, 0.000020
371, 0.000005, 0.000057, 0.000023
371, 0.000006, 0.000047, 0.000018
371, 0.000006, 0.000065, 0.000021
371, 0.000006, 0.000061, 0.000018
371, 0.000006, 0.000061, 0.000020
371, 0.000006, 0.000009, 0.000028
371, 0.000008, 0.000048, 0.000021
371, 0.000003, 0.000070, 0.000018
371, 0.000003, 0.000058, 0.000021
371, 0.000006, 0.000062, 0.000022
371, 0.000003, 0.000031, 0.000020
371, 0.000010, 0.000021, 0.000021
371, 0.000004, 0.000066, 0.000017
371, 0.000003, 0.000023, 0.000022
371, 0.000007, 0.000049, 0.000020
371, 0.000003, 0.000078, 0.000019
371, 0.000002, 0.000007, 0.000028
371, 0.000003, 0.000008, 0.000026
371, 0.000003, 0.000020, 0.000020
371, 0.000007, 0.000036, 0.000018
371, 0.000005, 0.000066, 0.000018
371, 0.000007, 0.000060, 0.000022
371, 0.000008, 0.000012, 0.000020
371, 0.000007, 0.000015, 0.000018
371, 0.000006, 0.000020, 0.000023
371, 0.000011, 0.000024, 0.000019
371, 0.000004, 0.000084, 0.000015
371, 0.000007, 0.000038, 0.000018
371, 0.000005, 0.000055, 0.000025
371, 0.000007, 0.000076, 0.000020
371, 0.000009, 0.000004, 0.000021
371, 0.000004, 0.000050, 0.000025
414, 0.000004, 0.000018, 0.000028
414, 0.000007, 0.000030, 0.000027
414, 0.000006, 0.000067, 0.000023
414, 0.000005, 0.000079, 0.000023
414, 0.000006, 0.000065, 0.000026
414, 0.000004, 0.000094, 0.000022
414, 0.000004, 0.000007, 0.000025
414, 0.000006, 0.000066, 0.000021
414, 0.000009, 0.000052, 0.000020
414, 0.000007, 0.000063, 0.000024
414, 0.000011, 0.000064, 0.000027
414, 0.000009, 0.000063, 0.000024
414, 0.000008, 0.000027, 0.000028
414, 0.000006, 0.000071, 0.000018
414, 0.000010, 0.000014, 0.000024
414, 0.000011, 0.000041, 0.000024
414, 0.000016, 0.000045, 0.000018
414, 0.000003, 0.000007, 0.000032
414, 0.000005, 0.000028, 0.000022
414, 0.000007, 0.000009, 0.000025
414, 0.000005, 0.000077, 0.000017
414, 0.000003, 0.000014, 0.000034
414, 0.000012, 0.000028, 0.000022
414, 0.000004, 0.000081, 0.000019
414, 0.000007, 0.000009, 0.000022
414, 0.000006, 0.000067, 0.000019
414, 0.000004, 0.000024, 0.000027
414, 0.000006, 0.000069, 0.000022
414, 0.000003, 0.000009, 0.000031
414, 0.000008, 0.000060, 0.000020
414, 0.000004, 0.000010, 0.000021
414, 0.000003, 0.000009, 0.000029
414, 0.000005, 0.000063, 0.000020
414, 0.000014, 0.000051, 0.000024
414, 0.000010, 0.000065, 0.000021
414, 0.000002, 0.000009, 0.000024
414, 0.000003, 0.000013, 0.000024
414, 0.000015, 0.000046, 0.000029
414, 0.000005, 0.000008, 0.000026
414, 0.000006, 0.000023, 0.000025
414, 0.000008, 0.000045, 0.000020
414, 0.000008, 0.000060, 0.000031
414, 0.000010, 0.000033, 0.000024
414, 0.000013, 0.000107, 0.000028
414, 0.000009, 0.000021, 0.000045
414, 0.000010, 0.000030, 0.000025
